Hi.	สวัสดี
She's at the hotel now.	เธออยู่ที่โรงแรมแล้วตอนนี้
She's at the hotel now.	ตอนนี้เธออยู่ที่โรงแรมแล้ว
The key is on the desk.	กุญแจอยู่บนโต๊ะ
The river has dried up.	แม่น้ำแห้งขอด
The river is dangerous.	แม่น้ำอันตราย
The street is deserted.	ถนนร้าง
These pearls look real.	ไข่มุกเหล่านี้ดูเหมือนจริง
They agreed on a price.	พวกเขาตกลงราคา
They can understand me.	พวกเขาเข้าใจฉัน
They went to the beach.	พวกเขาไปที่ชายหาด
This is mine, isn't it?	นี่เป็นของฉันไม่ใช่เหรอ?
This is our friend Tom.	นี่คือทอมเพื่อนของเรา
Tom always exaggerates.	ทอมพูดเกินจริงเสมอ
Tom couldn't find Mary.	ทอมหาแมรี่ไม่เจอ
Tom died because of me.	ทอมตายเพราะฉัน
Tom has three ex-wives.	ทอมมีภรรยาเก่าสามคน
Tom is good at driving.	ทอมขับรถได้เก่ง
Tom took off his socks.	ทอมถอดถุงเท้าของเขา
Tom tried to kiss Mary.	ทอมพยายามจูบแมรี่
Tom wants you to do it.	ทอมต้องการให้คุณทำ
We don't like violence.	เราไม่ชอบความรุนแรง
We don't make mistakes.	เราไม่ทำผิดพลาด
We need a little sugar.	เราต้องการน้ำตาลเล็กน้อย
We need to protect Tom.	เราจำเป็นต้องปกป้องทอม
We sometimes meet them.	บางครั้งพวกเราพบพวกเขา
We'll be there at 2:30.	เราจะไปที่นั่นเวลา 2:30 น.
We're going to be fine.	เราจะไม่เป็นไร
What a beautiful night!	ช่างเป็นค่ำคืนที่สวยงาม!
What is the book about?	หนังสือเล่มนี้เกี่ยวกับอะไร?
What's that boy's name?	เด็กชายคนนั้นชื่ออะไร
Where can I get a taxi?	ฉันจะหาแท็กซี่ได้ที่ไหน?
Where did you get that?	คุณได้มันมาจากไหน?
Where's the toothpaste?	ยาสีฟันอยู่ที่ไหน?
Who discovered America?	ใครค้นพบอเมริกา?
Who told you the story?	ใครเล่าเรื่องให้คุณฟัง?
Would you like to come?	คุณอยากจะมาไหม?
You have a good memory.	คุณมีความจำดี
You look like a monkey.	คุณดูเหมือนลิง
You may use my new car.	คุณอาจใช้รถใหม่ของฉัน
You must not do it now.	คุณต้องไม่ทำมันตอนนี้
You're Canadian, right?	คุณเป็นคนแคนาดา ใช่ไหม?
Aren't these your books?	พวกนี้ไม่ใช่หนังสือของคุณเหรอ?
Barking dogs never bite.	สุนัขเห่าไม่เคยกัด
Barking dogs never bite.	หมาเห่าไม่เคยกัด
Both sisters are pretty.	พี่สาวหรือน้องสาวทั้งสองสวย
Can you get it repaired?	คุณช่วยซ่อมมันได้ไหม
Did you push the button?	คุณกดปุ่มหรือไม่?
Did you push the button?	คุณได้กดปุ่มไหม?
Did you write this book?	คุณได้เขียนหนังสือเล่มนี้ไหม?
Do you love your mother?	คุณรักแม่ของคุณหรือไม่?
Do you shower every day?	คุณอาบน้ำทุกวันหรือไม่?
Everybody laughed at me.	ทุกคนหัวเราะเยาะฉัน
Everyone laughed at him.	ทุกคนหัวเราะเยาะเขา
He got lost in the city.	เขาหลงทางในเมือง
He has written a letter.	เขาเขียนจดหมาย
He is fond of adventure.	เขาชอบผจญภัย
He looked up at the sky.	เขาแหงนหน้ามองท้องฟ้า
He was dressed in black.	เขาแต่งชุดดำ
He's mumbling something.	เขาพึมพำอะไรสักอย่าง
I can't stand this cold.	ฉันทนกับความเย็นนี้ไม่ได้
I don't know what it is.	ฉันไม่รู้ว่ามันคืออะไร
I don't want to give up.	ฉันไม่ต้องการยอมแพ้
I had breakfast at 7:30.	ฉันทานอาหารเช้าเวลา 7:30 น.
I have a lot of flowers.	ฉันมีดอกไม้จำนวนมาก
I like the way you walk.	ฉันชอบวิธีที่คุณเดิน
I like your proposition.	ฉันชอบข้อเสนอของคุณ
I take a bath every day.	ฉันอาบน้ำทุกวัน
I think he will succeed.	ฉันคิดว่าเขาจะประสบความสำเร็จ
I thought you hated Tom.	ฉันคิดว่าคุณเกลียดทอม
I want to meet with Tom.	ฉันต้องการพบกับทอม
I wish we had more time.	ฉันหวังว่าเราจะมีเวลามากขึ้น
I'd like to go with you.	ฉันอยากไปกับคุณ
I'll visit you tomorrow.	ฉันจะไปหาคุณพรุ่งนี้
I'll visit you tomorrow.	ฉันจะมาพบคุณพรุ่งนี้
I'm content with my job.	ฉันพอใจกับงานของฉัน
